id	name	source	features	aliases
ftr30029	D-threo-aldose 1-dehydrogenase (EC 1.1.1.122)	KEGG	null	KEGG:L-fucose dehydrogenase (EC 1.1.1.122);KEGG:(2S,3R)-aldose dehydrogenase (EC 1.1.1.122);KEGG:dehydrogenase, L-fucose (EC 1.1.1.122);KEGG:L-fucose (D-arabinose) dehydrogenase (EC 1.1.1.122)
ftr30030	sorbose 5-dehydrogenase (NADP+) (EC 1.1.1.123)	KEGG	null	KEGG:5-ketofructose reductase (EC 1.1.1.123);KEGG:5-keto-D-fructose reductase (EC 1.1.1.123);KEGG:sorbose (nicotinamide adenine dinucleotide phosphate) dehydrogenase (EC 1.1.1.123);KEGG:reduced nicotinamide adenine dinucleotide phosphate-linked reductase (EC 1.1.1.123);KEGG:sorbose 5-dehydrogenase (NADP+) (EC 1.1.1.123)
ftr30031	fructose 5-dehydrogenase (NADP+) (EC 1.1.1.124)	KEGG	null	KEGG:5-ketofructose reductase (NADP+) (EC 1.1.1.124);KEGG:5-keto-D-fructose reductase (NADP+) (EC 1.1.1.124);KEGG:fructose 5-(nicotinamide adenine dinucleotide phosphate) dehydrogenase (EC 1.1.1.124);KEGG:D-(-)fructose:(NADP+) 5-oxidoreductase (EC 1.1.1.124);KEGG:fructose 5-dehydrogenase (NADP+) (EC 1.1.1.124)
ftr30032	2-deoxy-D-gluconate 3-dehydrogenase (EC 1.1.1.125)	KEGG	null	KEGG:2-deoxygluconate dehydrogenase (EC 1.1.1.125)
ftr30033	2-dehydro-3-deoxy-D-gluconate 6-dehydrogenase (EC 1.1.1.126)	KEGG	null	KEGG:2-keto-3-deoxy-D-gluconate dehydrogenase (EC 1.1.1.126);KEGG:2-keto-3-deoxygluconate dehydrogenase (EC 1.1.1.126)
ftr30034	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase (EC 1.1.1.127)	KEGG	null	KEGG:2-keto-3-deoxygluconate 5-dehydrogenase (EC 1.1.1.127);KEGG:2-keto-3-deoxy-D-gluconate dehydrogenase (EC 1.1.1.127);KEGG:2-keto-3-deoxygluconate (nicotinamide adenine dinucleotide (phosphate)) dehydrogenase (EC 1.1.1.127);KEGG:2-keto-3-deoxy-D-gluconate (3-deoxy-D-glycero-2,5-hexodiulosonic acid) dehydrogenase (EC 1.1.1.127)
ftr30035	L-idonate 2-dehydrogenase (EC 1.1.1.128)	KEGG	null	KEGG:5-ketogluconate 2-reductase (EC 1.1.1.128);KEGG:5-keto-D-gluconate 2-reductase (EC 1.1.1.128);KEGG:L-idonate dehydrogenase (EC 1.1.1.128);KEGG:5-ketogluconate 2-reductase (EC 1.1.1.128);KEGG:reductase, 5-ketogluconate 5- (L-idonate-forming) (EC 1.1.1.128);KEGG:5KGR (EC 1.1.1.128);KEGG:5-ketoglucono-idono-reductase (EC 1.1.1.128)
ftr30036	L-threonate 3-dehydrogenase (EC 1.1.1.129)	KEGG	null	KEGG:threonate dehydrogenase (EC 1.1.1.129);KEGG:L-threonic acid dehydrogenase (EC 1.1.1.129)
ftr30037	L-arabinitol 2-dehydrogenase (EC 1.1.1.13)	KEGG	null	KEGG:L-arabinitol dehydrogenase (ribulose-forming) (EC 1.1.1.13);KEGG:L-arabinitol (ribulose-forming) dehydrogenase (EC 1.1.1.13)
ftr30039	mannuronate reductase (EC 1.1.1.131)	KEGG	null	KEGG:mannonate dehydrogenase (EC 1.1.1.131);KEGG:mannonate (nicotinamide adenine dinucleotide (phosphate))dehydrogenase (EC 1.1.1.131);KEGG:mannonate dehydrogenase (EC 1.1.1.131);KEGG:mannuronate reductase (EC 1.1.1.131);KEGG:mannonate dehydrogenase (NAD(P)+) (EC 1.1.1.131);KEGG:D-mannonate:nicotinamide adenine dinucleotide (phosphate oxidoreductase (D-mannuronate-forming)) (EC 1.1.1.131)
ftr30042	dTDP-6-deoxy-L-talose 4-dehydrogenase (EC 1.1.1.134)	KEGG	null	KEGG:thymidine diphospho-6-deoxy-L-talose dehydrogenase (EC 1.1.1.134);KEGG:TDP-6-deoxy-L-talose dehydrogenase (EC 1.1.1.134);KEGG:thymidine diphospho-6-deoxy-L-talose dehydrogenase (EC 1.1.1.134);KEGG:dTDP-6-deoxy-L-talose dehydrogenase (4-reductase) (EC 1.1.1.134)
ftr30043	GDP-6-deoxy-D-talose 4-dehydrogenase (EC 1.1.1.135)	KEGG	null	KEGG:guanosine diphospho-6-deoxy-D-talose dehydrogenase (EC 1.1.1.135)
ftr30044	UDP-N-acetylglucosamine 6-dehydrogenase (EC 1.1.1.136)	KEGG	null	KEGG:uridine diphosphoacetylglucosamine dehydrogenase (EC 1.1.1.136);KEGG:UDP-acetylglucosamine dehydrogenase (EC 1.1.1.136);KEGG:UDP-2-acetamido-2-deoxy-D-glucose:NAD oxidoreductase (EC 1.1.1.136);KEGG:UDP-GlcNAc dehydrogenase (EC 1.1.1.136)
ftr30045	ribitol-5-phosphate 2-dehydrogenase (EC 1.1.1.137)	KEGG	null	KEGG:dehydrogenase, ribitol 5-phosphate (EC 1.1.1.137)
ftr30046	mannitol 2-dehydrogenase (NADP+) (EC 1.1.1.138)	KEGG	null	KEGG:mannitol 2-dehydrogenase (NADP+) (EC 1.1.1.138)
ftr30049	sorbitol-6-phosphate 2-dehydrogenase (EC 1.1.1.140)	KEGG	null	KEGG:ketosephosphate reductase (EC 1.1.1.140);KEGG:ketosephosphate reductase (EC 1.1.1.140);KEGG:D-sorbitol 6-phosphate dehydrogenase (EC 1.1.1.140);KEGG:D-sorbitol-6-phosphate dehydrogenase (EC 1.1.1.140);KEGG:sorbitol-6-P-dehydrogenase (EC 1.1.1.140);KEGG:D-glucitol-6-phosphate dehydrogenase (EC 1.1.1.140)
ftr30050	15-hydroxyprostaglandin dehydrogenase (NAD+) (EC 1.1.1.141)	KEGG	null	KEGG:NAD+-dependent 15-hydroxyprostaglandin dehydrogenase (type I) (EC 1.1.1.141);KEGG:PGDH (EC 1.1.1.141);KEGG:11alpha,15-dihydroxy-9-oxoprost-13-enoate:NAD+ 15-oxidoreductase (EC 1.1.1.141);KEGG:15-OH-PGDH (EC 1.1.1.141);KEGG:15-hydroxyprostaglandin dehydrogenase (EC 1.1.1.141);KEGG:15-hydroxyprostanoic dehydrogenase (EC 1.1.1.141);KEGG:NAD+-specific 15-hydroxyprostaglandin dehydrogenase (EC 1.1.1.141);KEGG:prostaglandin dehydrogenase (EC 1.1.1.141);KEGG:15-hydroxyprostaglandin dehydrogenase (NAD+) (EC 1.1.1.141);KEGG:(5Z,13E)-(15S)-11alpha,15-dihydroxy-9-oxoprost-13-enoate:NAD+ 15-oxidoreductase (EC 1.1.1.141)
ftr30051	D-pinitol dehydrogenase (EC 1.1.1.142)	KEGG	null	KEGG:5D-5-O-methyl-chiro-inositol:NADP+ oxidoreductase (EC 1.1.1.142)
ftr30052	sequoyitol dehydrogenase (EC 1.1.1.143)	KEGG	null	KEGG:D-pinitol dehydrogenase (EC 1.1.1.143)
ftr30053	perillyl-alcohol dehydrogenase (EC 1.1.1.144)	KEGG	null	KEGG:perillyl alcohol dehydrogenase (EC 1.1.1.144)
ftr30054	3beta-hydroxy-Delta5-steroid dehydrogenase (EC 1.1.1.145)	KEGG	null	KEGG:progesterone reductase (EC 1.1.1.145);KEGG:Delta5-3beta-hydroxysteroid dehydrogenase (EC 1.1.1.145);KEGG:3beta-hydroxy-5-ene steroid dehydrogenase (EC 1.1.1.145);KEGG:3beta-hydroxy steroid dehydrogenase/isomerase (EC 1.1.1.145);KEGG:3beta-hydroxy-Delta5-C27-steroid dehydrogenase/isomerase (EC 1.1.1.145);KEGG:3beta-hydroxy-Delta5-C27-steroid oxidoreductase (EC 1.1.1.145);KEGG:3beta-hydroxy-5-ene-steroid oxidoreductase (EC 1.1.1.145);KEGG:steroid-Delta5-3beta-ol dehydrogenase (EC 1.1.1.145);KEGG:3beta-HSDH (EC 1.1.1.145);KEGG:5-ene-3-beta-hydroxysteroid dehydrogenase (EC 1.1.1.145);KEGG:3beta-hydroxy-5-ene-steroid dehydrogenase (EC 1.1.1.145)
ftr30055	11beta-hydroxysteroid dehydrogenase (EC 1.1.1.146)	KEGG	null	KEGG:corticosteroid 11beta-dehydrogenase (EC 1.1.1.146);KEGG:beta-hydroxysteroid dehydrogenase (EC 1.1.1.146);KEGG:11beta-hydroxy steroid dehydrogenase (EC 1.1.1.146);KEGG:corticosteroid 11-reductase (EC 1.1.1.146);KEGG:dehydrogenase, 11beta-hydroxy steroid (EC 1.1.1.146)
ftr30056	16alpha-hydroxysteroid dehydrogenase (EC 1.1.1.147)	KEGG	null	KEGG:16alpha-hydroxy steroid dehydrogenase (EC 1.1.1.147)
ftr30057	estradiol 17alpha-dehydrogenase (EC 1.1.1.148)	KEGG	null	KEGG:17alpha-estradiol dehydrogenase (EC 1.1.1.148);KEGG:17alpha-hydroxy steroid dehydrogenase (EC 1.1.1.148);KEGG:17alpha-hydroxy steroid oxidoreductase (EC 1.1.1.148);KEGG:17alpha-hydroxysteroid oxidoreductase (EC 1.1.1.148);KEGG:estradiol 17alpha-oxidoreductase (EC 1.1.1.148)
ftr30058	20alpha-hydroxysteroid dehydrogenase (EC 1.1.1.149)	KEGG	null	KEGG:20alpha-hydroxy steroid dehydrogenase (EC 1.1.1.149);KEGG:20alpha-hydroxy steroid dehydrogenase (EC 1.1.1.149);KEGG:20alpha-HSD (EC 1.1.1.149);KEGG:20alpha-HSDH (EC 1.1.1.149)
ftr30059	D-iditol 2-dehydrogenase (EC 1.1.1.15)	KEGG	null	KEGG:D-sorbitol dehydrogenase (EC 1.1.1.15)
ftr30060	21-hydroxysteroid dehydrogenase (NAD+) (EC 1.1.1.150)	KEGG	null	KEGG:21-hydroxysteroid dehydrogenase (NAD+) (EC 1.1.1.150)
ftr30061	21-hydroxysteroid dehydrogenase (NADP+) (EC 1.1.1.151)	KEGG	null	KEGG:21-hydroxy steroid dehydrogenase (EC 1.1.1.151);KEGG:21-hydroxy steroid (nicotinamide adenine dinucleotide phosphate) dehydrogenase (EC 1.1.1.151);KEGG:21-hydroxy steroid dehydrogenase (nicotinamide adenine dinucleotide phosphate) (EC 1.1.1.151);KEGG:NADP+-21-hydroxysteroid dehydrogenase (EC 1.1.1.151);KEGG:21-hydroxysteroid dehydrogenase (NADP+) (EC 1.1.1.151)
ftr30062	3alpha-hydroxy-5beta-androstane-17-one 3alpha-dehydrogenase (EC 1.1.1.152)	KEGG	null	KEGG:etiocholanolone 3alpha-dehydrogenase (EC 1.1.1.152);KEGG:etiocholanolone 3alpha-dehydrogenase (EC 1.1.1.152);KEGG:3alpha-hydroxy-5beta-steroid dehydrogenase (EC 1.1.1.152)
ftr30066	glycerol 2-dehydrogenase (NADP+) (EC 1.1.1.156)	KEGG	null	KEGG:dihydroxyacetone reductase (EC 1.1.1.156);KEGG:dihydroxyacetone (reduced nicotinamide adenine dinucleotide phosphate) reductase (EC 1.1.1.156);KEGG:dihydroxyacetone reductase (NADPH) (EC 1.1.1.156);KEGG:DHA oxidoreductase (EC 1.1.1.156);KEGG:glycerol 2-dehydrogenase (NADP+) (EC 1.1.1.156)
ftr30069	7alpha-hydroxysteroid dehydrogenase (EC 1.1.1.159)	KEGG	null	KEGG:7alpha-hydroxy steroid dehydrogenase (EC 1.1.1.159);KEGG:7alpha-HSDH (EC 1.1.1.159)
ftr30070	galactitol 2-dehydrogenase (EC 1.1.1.16)	KEGG	null	KEGG:dulcitol dehydrogenase (EC 1.1.1.16)
ftr30071	dihydrobunolol dehydrogenase (EC 1.1.1.160)	KEGG	null	KEGG:bunolol reductase (EC 1.1.1.160)
ftr30072	cholestanetetraol 26-dehydrogenase (EC 1.1.1.161)	KEGG	null	KEGG:cholestanetetrol 26-dehydrogenase (EC 1.1.1.161);KEGG:5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol dehydrogenase (EC 1.1.1.161);KEGG:TEHC-NAD oxidoreductase (EC 1.1.1.161);KEGG:5beta-cholestane-3alpha,7alpha,12alpha,26-tetraol:NAD+ 26-oxidoreductase (EC 1.1.1.161)
ftr30073	erythrulose reductase (EC 1.1.1.162)	KEGG	null	KEGG:D-erythrulose reductase (EC 1.1.1.162);KEGG:erythritol:NADP+ oxidoreductase (EC 1.1.1.162)
ftr30074	cyclopentanol dehydrogenase (EC 1.1.1.163)	KEGG	null	null
ftr30075	hexadecanol dehydrogenase (EC 1.1.1.164)	KEGG	null	null
ftr30076	2-alkyn-1-ol dehydrogenase (EC 1.1.1.165)	KEGG	null	null
ftr30077	hydroxycyclohexanecarboxylate dehydrogenase (EC 1.1.1.166)	KEGG	null	KEGG:dihydroxycyclohexanecarboxylate dehydrogenase (EC 1.1.1.166);KEGG:(-)t-3,t-4-dihydroxycyclohexane-c-1-carboxylate-NAD+ oxidoreductase (EC 1.1.1.166)
ftr30078	hydroxymalonate dehydrogenase (EC 1.1.1.167)	KEGG	null	null
ftr30079	2-dehydropantolactone reductase (A-specific) (EC 1.1.1.168)	KEGG	null	KEGG:2-oxopantoyl lactone reductase (EC 1.1.1.168);KEGG:ketopantoyl lactone reductase (EC 1.1.1.168);KEGG:2-ketopantoyl lactone reductase (EC 1.1.1.168);KEGG:2-dehydropantoyl-lactone reductase (A-specific) (EC 1.1.1.168)
ftr30082	sterol-4alpha-carboxylate 3-dehydrogenase (decarboxylating) (EC 1.1.1.170)	KEGG	null	KEGG:3beta-hydroxy-4beta-methylcholestenecarboxylate 3-dehydrogenase (decarboxylating) (EC 1.1.1.170);KEGG:3beta-hydroxy-4beta-methylcholestenoate dehydrogenase (EC 1.1.1.170);KEGG:3beta-hydroxy-4beta-methylcholestenoate dehydrogenase (EC 1.1.1.170);KEGG:sterol 4alpha-carboxylic decarboxylase (EC 1.1.1.170)
ftr30084	2-oxoadipate reductase (EC 1.1.1.172)	KEGG	null	KEGG:2-ketoadipate reductase (EC 1.1.1.172);KEGG:alpha-ketoadipate reductase (EC 1.1.1.172);KEGG:2-ketoadipate reductase (EC 1.1.1.172)
ftr30085	L-rhamnose 1-dehydrogenase (EC 1.1.1.173)	KEGG	null	null
ftr30086	cyclohexane-1,2-diol dehydrogenase (EC 1.1.1.174)	KEGG	null	null
ftr30088	12alpha-hydroxysteroid dehydrogenase (EC 1.1.1.176)	KEGG	null	KEGG:12alpha-hydroxy steroid dehydrogenase (EC 1.1.1.176);KEGG:12alpha-hydroxy steroid dehydrogenase (EC 1.1.1.176);KEGG:NAD+-dependent 12alpha-hydroxysteroid dehydrogenase (EC 1.1.1.176);KEGG:NADP+-12alpha-hydroxysteroid dehydrogenase (EC 1.1.1.176)
ftr30089	glycerol-3-phosphate 1-dehydrogenase (NADP+) (EC 1.1.1.177)	KEGG	null	KEGG:glycerol phosphate (nicotinamide adenine dinucleotide phosphate) dehydrogenase (EC 1.1.1.177);KEGG:L-glycerol 3-phosphate:NADP+ oxidoreductase (EC 1.1.1.177);KEGG:glycerin-3-phosphate dehydrogenase (EC 1.1.1.177);KEGG:NADPH-dependent glycerin-3-phosphate dehydrogenase (EC 1.1.1.177);KEGG:NADP-specific glycerol 3-phosphate 1-dehydrogenase (EC 1.1.1.177)
ftr30090	3-hydroxy-2-methylbutyryl-CoA dehydrogenase (EC 1.1.1.178)	KEGG	null	KEGG:2-methyl-3-hydroxybutyryl coenzyme A dehydrogenase (EC 1.1.1.178);KEGG:2-methyl-3-hydroxybutyryl coenzyme A dehydrogenase (EC 1.1.1.178);KEGG:2-methyl-3-hydroxy-butyryl CoA dehydrogenase (EC 1.1.1.178)
ftr30091	D-xylose 1-dehydrogenase (NADP+) (EC 1.1.1.179)	KEGG	null	KEGG:D-xylose (nicotinamide adenine dinucleotide phosphate) dehydrogenase (EC 1.1.1.179);KEGG:D-xylose-NADP dehydrogenase (EC 1.1.1.179);KEGG:D-xylose:NADP+ oxidoreductase (EC 1.1.1.179);KEGG:D-xylose 1-dehydrogenase (NADP) (EC 1.1.1.179)
ftr30094	cholest-5-ene-3beta,7alpha-diol 3beta-dehydrogenase (EC 1.1.1.181)	KEGG	null	KEGG:3beta-hydroxy-Delta5-C27-steroid oxidoreductase (EC 1.1.1.181)
ftr30096	geraniol dehydrogenase (EC 1.1.1.183)	KEGG	null	null
ftr30097	carbonyl reductase (NADPH) (EC 1.1.1.184)	KEGG	null	KEGG:aldehyde reductase 1 (EC 1.1.1.184);KEGG:prostaglandin 9-ketoreductase (EC 1.1.1.184);KEGG:xenobiotic ketone reductase (EC 1.1.1.184);KEGG:NADPH-dependent carbonyl reductase (EC 1.1.1.184);KEGG:ALR3 (EC 1.1.1.184);KEGG:carbonyl reductase (EC 1.1.1.184);KEGG:nonspecific NADPH-dependent carbonyl reductase (EC 1.1.1.184);KEGG:carbonyl reductase (NADPH2) (EC 1.1.1.184)
ftr30098	L-glycol dehydrogenase (EC 1.1.1.185)	KEGG	null	KEGG:glycol (nicotinamide adenine dinucleotide (phosphate)) dehydrogenase (EC 1.1.1.185);KEGG:L-(+)-glycol:NAD(P)+ oxidoreductase (EC 1.1.1.185);KEGG:L-glycol:NAD(P)+ dehydrogenase (EC 1.1.1.185)
ftr30099	dTDP-galactose 6-dehydrogenase (EC 1.1.1.186)	KEGG	null	KEGG:thymidine-diphosphate-galactose dehydrogenase (EC 1.1.1.186)
ftr30100	GDP-4-dehydro-D-rhamnose reductase (EC 1.1.1.187)	KEGG	null	KEGG:GDP-4-keto-6-deoxy-D-mannose reductase (EC 1.1.1.187);KEGG:GDP-4-keto-D-rhamnose reductase (EC 1.1.1.187);KEGG:guanosine diphosphate-4-keto-D-rhamnose reductase (EC 1.1.1.187)
ftr30101	prostaglandin-F synthase (EC 1.1.1.188)	KEGG	null	KEGG:prostaglandin-D2 11-reductase (EC 1.1.1.188);KEGG:reductase, 15-hydroxy-11-oxoprostaglandin (EC 1.1.1.188);KEGG:PGD2 11-ketoreductase (EC 1.1.1.188);KEGG:PGF2alpha synthetase (EC 1.1.1.188);KEGG:prostaglandin 11-ketoreductase (EC 1.1.1.188);KEGG:prostaglandin D2-ketoreductase (EC 1.1.1.188);KEGG:prostaglandin F synthase (EC 1.1.1.188);KEGG:prostaglandin F synthetase (EC 1.1.1.188);KEGG:synthetase, prostaglandin F2alpha (EC 1.1.1.188);KEGG:PGF synthetase (EC 1.1.1.188);KEGG:NADPH-dependent prostaglandin D2 11-keto reductase (EC 1.1.1.188);KEGG:prostaglandin 11-keto reductase (EC 1.1.1.188)
ftr30102	prostaglandin-E2 9-reductase (EC 1.1.1.189)	KEGG	null	KEGG:PGE2-9-OR (EC 1.1.1.189);KEGG:reductase, 15-hydroxy-9-oxoprostaglandin (EC 1.1.1.189);KEGG:9-keto-prostaglandin E2 reductase (EC 1.1.1.189);KEGG:9-ketoprostaglandin reductase (EC 1.1.1.189);KEGG:PGE-9-ketoreductase (EC 1.1.1.189);KEGG:PGE2 9-oxoreductase (EC 1.1.1.189);KEGG:PGE2-9-ketoreductase (EC 1.1.1.189);KEGG:prostaglandin 9-ketoreductase (EC 1.1.1.189);KEGG:prostaglandin E 9-ketoreductase (EC 1.1.1.189);KEGG:prostaglandin E2-9-oxoreductase (EC 1.1.1.189)
ftr30103	glucuronate reductase (EC 1.1.1.19)	KEGG	null	KEGG:aldehyde reductase (EC 1.1.1.19);KEGG:L-hexonate:NADP dehydrogenase (EC 1.1.1.19);KEGG:TPN-L-gulonate dehydrogenase (EC 1.1.1.19);KEGG:aldehyde reductase II (EC 1.1.1.19);KEGG:NADP-L-gulonate dehydrogenase (EC 1.1.1.19);KEGG:D-glucuronate dehydrogenase (EC 1.1.1.19);KEGG:D-glucuronate reductase (EC 1.1.1.19);KEGG:L-glucuronate reductase (incorrect) (EC 1.1.1.19)
ftr30104	indole-3-acetaldehyde reductase (NADH) (EC 1.1.1.190)	KEGG	null	KEGG:indoleacetaldehyde reductase (EC 1.1.1.190);KEGG:indole-3-acetaldehyde reductase (NADH) (EC 1.1.1.190);KEGG:indole-3-ethanol:NAD+ oxidoreductase (EC 1.1.1.190)
ftr30105	indole-3-acetaldehyde reductase (NADPH) (EC 1.1.1.191)	KEGG	null	KEGG:indoleacetaldehyde (reduced nicotinamide adenine dinucleotide phosphate) reductase (EC 1.1.1.191);KEGG:indole-3-acetaldehyde reductase (NADPH) (EC 1.1.1.191);KEGG:indole-3-ethanol:NADP+ oxidoreductase (EC 1.1.1.191)
ftr30106	long-chain-alcohol dehydrogenase (EC 1.1.1.192)	KEGG	null	KEGG:long-chain alcohol dehydrogenase (EC 1.1.1.192);KEGG:fatty alcohol oxidoreductase (EC 1.1.1.192)
ftr30108	coniferyl-alcohol dehydrogenase (EC 1.1.1.194)	KEGG	null	KEGG:CAD (EC 1.1.1.194)
ftr30109	cinnamyl-alcohol dehydrogenase (EC 1.1.1.195)	KEGG	null	KEGG:cinnamyl alcohol dehydrogenase (EC 1.1.1.195);KEGG:CAD (EC 1.1.1.195)
ftr30110	15-hydroxyprostaglandin-D dehydrogenase (NADP+) (EC 1.1.1.196)	KEGG	null	KEGG:prostaglandin-D 15-dehydrogenase (NADP+) (EC 1.1.1.196);KEGG:dehydrogenase, prostaglandin D2 (EC 1.1.1.196);KEGG:NADP+-PGD2 dehydrogenase (EC 1.1.1.196);KEGG:dehydrogenase, 15-hydroxyprostaglandin (nicotinamide adenine dinucleotide phosphate) (EC 1.1.1.196);KEGG:15-hydroxy PGD2 dehydrogenase (EC 1.1.1.196);KEGG:15-hydroxyprostaglandin dehydrogenase (NADP+) (EC 1.1.1.196);KEGG:NADP+-dependent 15-hydroxyprostaglandin dehydrogenase (EC 1.1.1.196);KEGG:prostaglandin D2 dehydrogenase (EC 1.1.1.196);KEGG:NADP+-linked 15-hydroxyprostaglandin dehydrogenase (EC 1.1.1.196);KEGG:NADP+-specific 15-hydroxyprostaglandin dehydrogenase (EC 1.1.1.196);KEGG:NADP+-linked prostaglandin D2 dehydrogenase (EC 1.1.1.196);KEGG:15-hydroxyprostaglandin-D dehydrogenase (NADP+) (EC 1.1.1.196)
ftr30111	15-hydroxyprostaglandin dehydrogenase (NADP+) (EC 1.1.1.197)	KEGG	null	KEGG:NADP-dependent 15-hydroxyprostaglandin dehydrogenase (EC 1.1.1.197);KEGG:NADP-linked 15-hydroxyprostaglandin dehydrogenase (EC 1.1.1.197);KEGG:NADP-specific 15-hydroxyprostaglandin dehydrogenase (EC 1.1.1.197);KEGG:type II 15-hydroxyprostaglandin dehydrogenase (EC 1.1.1.197);KEGG:15-hydroxyprostaglandin dehydrogenase (NADP) (EC 1.1.1.197)
ftr30112	(+)-borneol dehydrogenase (EC 1.1.1.198)	KEGG	null	KEGG:bicyclic monoterpenol dehydrogenase (EC 1.1.1.198)
ftr30113	(S)-usnate reductase (EC 1.1.1.199)	KEGG	null	KEGG:L-usnic acid dehydrogenase (EC 1.1.1.199)
ftr30114	alcohol dehydrogenase (NADP+) (EC 1.1.1.2)	KEGG	null	KEGG:aldehyde reductase (NADPH2) (EC 1.1.1.2);KEGG:NADP-alcohol dehydrogenase (EC 1.1.1.2);KEGG:NADP+-aldehyde reductase (EC 1.1.1.2);KEGG:NADP+-dependent aldehyde reductase (EC 1.1.1.2);KEGG:NADPH-aldehyde reductase (EC 1.1.1.2);KEGG:NADPH-dependent aldehyde reductase (EC 1.1.1.2);KEGG:nonspecific succinic semialdehyde reductase (EC 1.1.1.2);KEGG:ALR 1 (EC 1.1.1.2);KEGG:low-Km aldehyde reductase (EC 1.1.1.2);KEGG:high-Km aldehyde reductase (EC 1.1.1.2);KEGG:alcohol dehydrogenase (NADP) (EC 1.1.1.2)
ftr30115	glucuronolactone reductase (EC 1.1.1.20)	KEGG	null	KEGG:GRase (EC 1.1.1.20);KEGG:gulonolactone dehydrogenase (EC 1.1.1.20)
ftr30116	aldose-6-phosphate reductase (NADPH) (EC 1.1.1.200)	KEGG	null	KEGG:aldose 6-phosphate reductase (EC 1.1.1.200);KEGG:NADP+-dependent aldose 6-phosphate reductase (EC 1.1.1.200);KEGG:A6PR (EC 1.1.1.200);KEGG:aldose-6-P reductase (EC 1.1.1.200);KEGG:aldose-6-phosphate reductase (EC 1.1.1.200);KEGG:alditol 6-phosphate:NADP+ 1-oxidoreductase (EC 1.1.1.200);KEGG:aldose-6-phosphate reductase (NADPH) (EC 1.1.1.200)
ftr30117	7beta-hydroxysteroid dehydrogenase (NADP+) (EC 1.1.1.201)	KEGG	null	KEGG:NADP+-dependent 7beta-hydroxysteroid dehydrogenase (EC 1.1.1.201);KEGG:7beta-hydroxysteroid dehydrogenase (NADP+) (EC 1.1.1.201)
ftr30119	uronate dehydrogenase (EC 1.1.1.203)	KEGG	null	KEGG:uronate: NAD-oxidoreductase (EC 1.1.1.203);KEGG:uronic acid dehydrogenase (EC 1.1.1.203)
ftr30122	tropinone reductase I (EC 1.1.1.206)	KEGG	null	KEGG:tropine dehydrogenase (EC 1.1.1.206);KEGG:tropinone reductase (ambiguous) (EC 1.1.1.206);KEGG:TR-I (EC 1.1.1.206)
ftr30123	(-)-menthol dehydrogenase (EC 1.1.1.207)	KEGG	null	KEGG:monoterpenoid dehydrogenase (EC 1.1.1.207)
ftr30124	(+)-neomenthol dehydrogenase (EC 1.1.1.208)	KEGG	null	KEGG:monoterpenoid dehydrogenase (EC 1.1.1.208)
ftr30125	3(or 17)alpha-hydroxysteroid dehydrogenase (EC 1.1.1.209)	KEGG	null	KEGG:3(17)alpha-hydroxysteroid dehydrogenase (EC 1.1.1.209)
ftr30126	aldehyde reductase (EC 1.1.1.21)	KEGG	null	KEGG:aldose reductase (EC 1.1.1.21);KEGG:polyol dehydrogenase (NADP+) (EC 1.1.1.21);KEGG:ALR2 (EC 1.1.1.21);KEGG:alditol:NADP+ oxidoreductase (EC 1.1.1.21);KEGG:alditol:NADP+ 1-oxidoreductase (EC 1.1.1.21);KEGG:NADPH-aldopentose reductase (EC 1.1.1.21);KEGG:NADPH-aldose reductase (EC 1.1.1.21)
ftr30127	3beta(or 20alpha)-hydroxysteroid dehydrogenase (EC 1.1.1.210)	KEGG	null	KEGG:progesterone reductase (EC 1.1.1.210);KEGG:dehydrogenase, 3beta,20alpha-hydroxy steroid (EC 1.1.1.210);KEGG:3beta,20alpha-hydroxysteroid oxidoreductase (EC 1.1.1.210)
ftr30128	long-chain-3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.211)	KEGG	null	KEGG:beta-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.211);KEGG:long-chain 3-hydroxyacyl coenzyme A dehydrogenase (EC 1.1.1.211);KEGG:3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.211);KEGG:LCHAD (EC 1.1.1.211)
ftr30129	3-oxoacyl-[acyl-carrier-protein] reductase (NADH) (EC 1.1.1.212)	KEGG	null	KEGG:3-oxoacyl-[acyl carrier protein] (reduced nicotinamide adenine dinucleotide) reductase (EC 1.1.1.212);KEGG:3-oxoacyl-[acyl-carrier-protein] reductase (NADH) (EC 1.1.1.212);KEGG:(3R)-3-hydroxyacyl-[acyl-carrier-protein]:NAD+ oxidoreductase (EC 1.1.1.212)
ftr30130	3alpha-hydroxysteroid dehydrogenase (A-specific) (EC 1.1.1.213)	KEGG	null	null
ftr30131	2-dehydropantolactone reductase (B-specific) (EC 1.1.1.214)	KEGG	null	KEGG:2-oxopantoyl lactone reductase (EC 1.1.1.214);KEGG:2-ketopantoyl lactone reductase (EC 1.1.1.214);KEGG:ketopantoyl lactone reductase (EC 1.1.1.214);KEGG:2-dehydropantoyl-lactone reductase (B-specific) (EC 1.1.1.214)
ftr30132	gluconate 2-dehydrogenase (EC 1.1.1.215)	KEGG	null	KEGG:2-keto-D-gluconate reductase (EC 1.1.1.215);KEGG:2-ketogluconate reductase (EC 1.1.1.215)
